e	weights
2861	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2862	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2863	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2864	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2865	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2866	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2867	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2868	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2869	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2870	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2871	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2872	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2873	{'fr': 3.5396636313057233, 'ja': -0.6564904626065748, 'es': 1.7308265304497743, 'el': 1.0, 'en': 1.712141141362129}
2874	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2875	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2876	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2877	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2878	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2879	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2880	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2881	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2882	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2883	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2884	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2885	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2886	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2887	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2888	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2889	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2890	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2891	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2892	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2893	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2894	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2895	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2896	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2897	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2898	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2899	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2900	{'fr': 3.2772419957771612, 'ja': -0.6728080598505051, 'es': 1.7197784830327407, 'el': 1.0, 'en': 1.6965361326797197}
2901	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2902	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2903	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2904	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2905	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2906	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2907	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2908	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2909	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2910	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2911	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2912	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2913	{'fr': 3.242464771415793, 'ja': -0.5612076334882323, 'es': 1.7176685615057938, 'el': 1.0, 'en': 1.6888908008347339}
2914	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2915	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2916	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2917	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2918	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2919	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2920	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2921	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2922	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2923	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2924	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2925	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2926	{'fr': 3.27409372058165, 'ja': -0.5514658267202324, 'es': 1.7096397280035807, 'el': 1.0, 'en': 1.6761578751280812}
2927	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2928	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2929	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2930	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2931	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2932	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2933	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2934	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2935	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2936	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2937	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2938	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2939	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2940	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2941	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2942	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2943	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2944	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2945	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2946	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2947	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2948	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2949	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2950	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2951	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2952	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2953	{'fr': 3.9562991794289935, 'ja': -0.5061419726927447, 'es': 1.685843850180519, 'el': 1.0, 'en': 1.7678753252763488}
2954	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2955	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2956	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2957	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2958	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2959	{'fr': 4.28664315220192, 'ja': -0.5709524154151115, 'es': 1.6910145853519478, 'el': 1.0, 'en': 1.683269318495618}
2960	{'fr': 4.078872603917747, 'ja': -0.5671540038071117, 'es': 1.75133520873438, 'el': 1.0, 'en': 1.8300928704707793}
2961	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2962	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2963	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2964	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2965	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2966	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2967	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2968	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2969	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2970	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2971	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2972	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2973	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2974	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2975	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2976	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2977	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2978	{'fr': 3.3852797594005644, 'ja': -0.41903140973724096, 'es': 1.7094748898445844, 'el': 1.0, 'en': 1.699719601217275}
2979	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2980	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2981	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2982	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2983	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2984	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2985	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2986	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2987	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2988	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2989	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2990	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2991	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2992	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2993	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2994	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2995	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2996	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2997	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2998	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
2999	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3000	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3001	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3002	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3003	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3004	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3005	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3006	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3007	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3008	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3009	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3010	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3011	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3012	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3013	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3014	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3015	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3016	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3017	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3018	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3019	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3020	{'fr': 3.2900711563142995, 'ja': -0.5292368772009979, 'es': 1.715649406660212, 'el': 1.0, 'en': 1.7084057551450669}
3021	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3022	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3023	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3024	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3025	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3026	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3027	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3028	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3029	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3030	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3031	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3032	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3033	{'fr': 3.8921045804989682, 'ja': -0.5248710742967415, 'es': 1.6812579770906653, 'el': 1.0, 'en': 1.6872658586778662}
3034	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3035	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3036	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3037	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3038	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3039	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3040	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3041	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3042	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3043	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3044	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3045	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3046	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3047	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3048	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3049	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3050	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3051	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3052	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3053	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3054	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3055	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3056	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3057	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3058	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3059	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3060	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3061	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3062	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3063	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3064	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3065	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3066	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3067	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3068	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3069	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3070	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3071	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3072	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3073	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3074	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3075	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3076	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3077	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3078	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3079	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3080	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3081	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3082	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3083	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3084	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3085	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3086	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3087	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3088	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3089	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3090	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3091	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3092	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3093	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3094	{'fr': 3.4621716696916254, 'ja': -0.5644028750787646, 'es': 1.7138523837090518, 'el': 1.0, 'en': 1.7033094830717692}
3095	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3096	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3097	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3098	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3099	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3100	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3101	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3102	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3103	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3104	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3105	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3106	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3107	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3108	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3109	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3110	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3111	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3112	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3113	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3114	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3115	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3116	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3117	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3118	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3119	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3120	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3121	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3122	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3123	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3124	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3125	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3126	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3127	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3128	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3129	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3130	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3131	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3132	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3133	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3134	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3135	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3136	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3137	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3138	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3139	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3140	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3141	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3142	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3143	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3144	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3145	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3146	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3147	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3148	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3149	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3150	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3151	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3152	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3153	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3154	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3155	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3156	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3157	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3158	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3159	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3160	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3161	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3162	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3163	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3164	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3165	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3166	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3167	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3168	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3169	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3170	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3171	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3172	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3173	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3174	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3175	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3176	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3177	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3178	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3179	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3180	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3181	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3182	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3183	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3184	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3185	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3186	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3187	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3188	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3189	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3190	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3191	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3192	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
3193	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
