e	weights
1429	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1430	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1431	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1432	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1433	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1434	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1435	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1436	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1437	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1438	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1439	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1440	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1441	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1442	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1443	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1444	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1445	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1446	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1447	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1448	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1449	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1450	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1451	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1452	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1453	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1454	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1455	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1456	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1457	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1458	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1459	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1460	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1461	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1462	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1463	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1464	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1465	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1466	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1467	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1468	{'el': 3.839347967932723, 'fr': 1.0, 'ja': 1.0, 'es': 1.0, 'en': 0.38613836527354284}
1469	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1470	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1471	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1472	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1473	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1474	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1475	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1476	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1477	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1478	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1479	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1480	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1481	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1482	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1483	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1484	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1485	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1486	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1487	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1488	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1489	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1490	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1491	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1492	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1493	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1494	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1495	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1496	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1497	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1498	{'el': 3.014948746568049, 'fr': 1.0, 'ja': 1.0, 'es': 1.0, 'en': 0.3680829172311416}
1499	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1500	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1501	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1502	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1503	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1504	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1505	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1506	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1507	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1508	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1509	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1510	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1511	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1512	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1513	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1514	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1515	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1516	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1517	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1518	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1519	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1520	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1521	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1522	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1523	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1524	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1525	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1526	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1527	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1528	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1529	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1530	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1531	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1532	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1533	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1534	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1535	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1536	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1537	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1538	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1539	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1540	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1541	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1542	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1543	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1544	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1545	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1546	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1547	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1548	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1549	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1550	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1551	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1552	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1553	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1554	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1555	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1556	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1557	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1558	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1559	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1560	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1561	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1562	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1563	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1564	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1565	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1566	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1567	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1568	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1569	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1570	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1571	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1572	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1573	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1574	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1575	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1576	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1577	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1578	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1579	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1580	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1581	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1582	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1583	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1584	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1585	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1586	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1587	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1588	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1589	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1590	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1591	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1592	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1593	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1594	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1595	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1596	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1597	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1598	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1599	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1600	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1601	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1602	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1603	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1604	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1605	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1606	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1607	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1608	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1609	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1610	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1611	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1612	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1613	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1614	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1615	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1616	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1617	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1618	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1619	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1620	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1621	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1622	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1623	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1624	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1625	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1626	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1627	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1628	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1629	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1630	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1631	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1632	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1633	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1634	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1635	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1636	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1637	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1638	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1639	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1640	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1641	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1642	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1643	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1644	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1645	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1646	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1647	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1648	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1649	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1650	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1651	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1652	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1653	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1654	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1655	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1656	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1657	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1658	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1659	{'el': 3.5073847239034532, 'fr': 1.0, 'ja': 1.0, 'es': 1.0, 'en': 0.44847904368959257}
1660	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1661	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1662	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1663	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1664	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1665	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1666	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1667	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1668	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1669	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1670	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1671	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1672	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1673	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1674	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1675	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1676	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1677	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1678	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1679	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1680	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1681	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1682	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1683	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1684	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1685	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1686	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1687	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1688	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1689	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1690	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1691	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1692	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1693	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1694	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1695	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1696	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1697	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1698	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1699	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1700	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1701	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1702	{'el': 3.100069341357562, 'fr': 1.0, 'ja': 1.0, 'es': 1.0, 'en': 0.36924333948474874}
1703	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1704	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1705	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1706	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1707	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1708	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1709	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1710	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1711	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1712	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1713	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1714	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1715	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1716	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1717	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1718	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1719	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1720	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1721	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1722	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1723	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1724	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1725	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1726	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1727	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1728	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1729	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1730	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1731	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1732	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1733	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1734	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1735	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1736	{'el': 2.7638228693871207, 'fr': 1.0, 'ja': 1.0, 'es': 1.0, 'en': 0.34951813451798197}
1737	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1738	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1739	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1740	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1741	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1742	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1743	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1744	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1745	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1746	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1747	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1748	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1749	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1750	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1751	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1752	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1753	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1754	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1755	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1756	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1757	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1758	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1759	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1760	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1761	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1762	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1763	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1764	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1765	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
1766	{'el': 1, 'fr': 1, 'ja': 1, 'es': 1, 'en': 1}
